Référence;Désignation;Famille;Type;Fournisseur;Utilisateur;Code barre;N° série;Informations;Site;Date de livraison
PDROIT1600P8, Plan droit L1600 P8 ;Plan droit L1600 P8 ;Mobilier de bureau;Plan droit;UGAP;;21637;;"Bureau droit Fusion - l. 160 x pr. 80 cm - 4 pieds sans voile de fond avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK

Voile de fond pour bureau droit Fusion l. 160 cm
Coloris époxy
BLANC POLAIRE MAT WM";25\BESANCON\Siege\VIOTTE\6eme etage\614;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21638;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21639;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\1er etage\124;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21640;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\1er etage\124;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21641;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\1er etage\124;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21642;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\1er etage\126;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21643;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\1er etage\126;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21644;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\1er etage\127;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21645;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\1er etage\127;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21646;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\1er etage\127;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21647;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\1er etage\128;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21648;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21649;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\1er etage\129;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21650;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\609;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21651;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\609;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21652;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\609;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21653;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\610;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21654;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\610;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21655;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\610;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21656;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\611;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21657;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\611;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21658;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\612;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21659;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\612;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21660;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\612;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21661;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\613;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21662;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\613;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21663;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\613;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21664;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\614;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21665;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\614;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21666;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\615;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21667;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\615;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21668;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\615;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21669;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\617;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21670;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\617;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21671;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\617;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21672;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\617;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21673;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\617;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21674;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\619;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21675;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\619;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21676;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\620;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21677;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\620;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21678;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\620;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21679;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\620;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21680;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\621;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21681;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\621;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21682;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\621;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21683;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\1er etage\123;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21684;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\603;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21685;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\603;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21686;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\606;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21687;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\606;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21688;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\606;
CAISSMOBALU, Caisson mobile alu avec ou sans top;Caisson mobile alu avec ou sans top;Mobilier de bureau;Caisson.;UGAP;;21689;;"Caisson mobile Fusion - 1 tiroir plat + 1 tiroir dossiers suspendus - façade métallique - avec coiffe corps métallique - coiffe mélaminé avec prestation
Caractéristiques
Coloris époxy
BLANC POLAIRE MAT WM
Coloris mélaminé
CHENE CLAIR 2LAK";25\BESANCON\Siege\VIOTTE\6eme etage\605;
